match id,bowler,bowler_id,bowler_details,is_bowler_captain,is_bowler_keeper,inning,runs,wicket_count,balls_bowled,economy,maiden,dots,Fours,Sixes,wides,noballs,match_dt,average_economy,bowling_average,bowling_strike_rate,average_wides_per_ball,average_noballs_per_ball
8587921,DM St,2161599,AUS:Left-hand bat:Left-arm wrist-spin:,0,0,2,15,0,6,15,0,1,0,2,0,0,02-01-2021,0,0,0,0,0
8587921,J Ba,309056,SA:Right-hand bat:Right-arm offbreak:,0,0,2,18,1,18,6,0,6,0,1,0,0,02-01-2021,0,0,0,0,0
8587921,NT Es,5788418,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,11,2,24,2.75,0,17,1,0,1,0,02-01-2021,0,0,0,0,0
8587921,RP Mh,6732004,AUS:Right-hand bat:Right-arm fast:,0,0,2,36,0,24,9,0,9,4,1,0,0,02-01-2021,0,0,0,0,0
8587921,S Le,6722540,NEP:Right-hand bat:Legbreak googly:,0,0,2,38,2,24,9.5,0,9,3,2,2,0,02-01-2021,0,0,0,0,0
8587921,SM Bd,3125849,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,22,3,24,5.5,0,14,3,0,0,0,02-01-2021,0,0,0,0,0
8638048,EJ Nl,3834319,NZ:Left-hand bat:Left-arm medium-fast:,0,0,1,9,1,6,9,0,1,1,0,1,0,03-01-2021,0,0,0,0,0
8638048,FW St,7871310,NZ:Right-hand bat:Right-arm medium:,0,0,1,10,1,6,10,0,2,0,1,0,0,03-01-2021,0,0,0,0,0
8638048,SB Dy,3913433,NZ:Right-hand bat:Right-arm medium:,0,0,1,8,1,6,8,0,1,0,0,1,0,03-01-2021,0,0,0,0,0
8638048,TD Ae,1495731,NZ:Right-hand bat:Legbreak:,0,0,1,15,0,6,15,0,1,1,1,1,0,03-01-2021,0,0,0,0,0
8638048,WA Ws,4136404,NZ:Right-hand bat:Right-arm medium-fast:,0,0,1,9,1,6,9,0,1,0,0,0,0,03-01-2021,0,0,0,0,0
8638048,BG Lr,7878765,NZ:Right-hand bat:Left-arm fast-medium:,0,0,2,2,0,6,2,0,5,0,0,1,0,03-01-2021,0,0,0,0,0
8638048,DK Fs,7565697,NZ:Right-hand bat:Right-arm medium:,0,0,2,11,0,3,22,0,0,1,1,0,0,03-01-2021,0,0,0,0,0
8638048,L Dt,5560190,NZ:Left-hand bat:Slow left-arm orthodox:,0,0,2,10,0,6,10,0,1,0,1,0,0,03-01-2021,0,0,0,0,0
8638048,RM tr Bk,6718438,NZ:Right-hand bat:Left-arm fast-medium:,0,0,2,15,0,6,15,0,2,2,1,0,0,03-01-2021,0,0,0,0,0
8638048,WR Se,270262,NZ:Right-hand bat:Right-arm offbreak:,0,0,2,17,0,6,17,0,0,0,2,0,0,03-01-2021,0,0,0,0,0
8587907,BD Mi,7455818,ITA:Right-hand bat:Right-arm offbreak:,0,0,1,29,1,24,7.25,0,6,3,0,0,0,03-01-2021,7.333333333333333,0,0,0,0
8587907,BJ Ds,4756982,AUS:Left-hand bat:Left-arm fast-medium:,0,0,1,19,1,18,6.33,0,7,2,0,2,0,03-01-2021,11.739130434782608,22.5,11.5,0,0
8587907,CR Be,3200756,WI:Right-hand bat:Right-arm fast-medium:,0,0,1,16,0,12,8,0,3,0,1,1,0,03-01-2021,9.5,19,12,0.3333333333333333,0
8587907,DT Cn,34061,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,22,1,24,5.5,0,7,0,0,1,0,03-01-2021,11.666666666666666,17.5,9,0.1111111111111111,0
8587907,JT Bl,2904943,ENG:Right-hand bat:Right-arm fast-medium:,0,0,1,42,1,24,10.5,0,8,5,2,1,0,03-01-2021,0,0,0,0,0
8587907,L Pe,7537060,AUS:Right-hand bat:Legbreak googly:,0,0,1,15,0,18,5,0,9,2,0,0,0,03-01-2021,0,0,0,0,0
8587907,DJ Wl,3901099,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,25,0,18,8.33,0,9,5,0,0,0,03-01-2021,0,0,0,0,0
8587907,DR Bs,2170762,ENG:Right-hand bat:Slow left-arm orthodox:,0,0,2,38,0,24,9.5,0,6,5,1,0,0,03-01-2021,0,0,0,0,0
8587907,PM Se,55299,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,34,0,18,11.33,0,5,4,1,0,0,03-01-2021,0,0,0,0,0
8587907,RJ Gn,5776490,AUS:Right-hand bat:Right-arm medium:,0,0,2,10,0,6,10,0,1,1,0,0,0,03-01-2021,0,0,0,0,0
8587907,Rd Kn,5554254,AFG:Right-hand bat:Legbreak googly:,0,0,2,18,3,24,4.5,0,14,2,0,0,0,03-01-2021,0,0,0,0,0
8587907,WA Ar,6718844,AUS:Right-hand bat:Right-arm fast:,0,0,2,25,0,18,8.33,0,3,1,0,0,0,03-01-2021,0,0,0,0,0
8587984,JA Pe,6842170,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,32,2,24,8,0,9,1,2,1,1,03-01-2021,0,0,0,0,0
8587984,JK Lr,1906708,AUS:Right-hand bat:Left-arm fast-medium:,0,0,1,33,0,18,11,0,4,2,2,0,0,03-01-2021,0,0,0,0,0
8587984,KW Rn,1905847,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,31,0,24,7.75,0,8,4,0,0,0,03-01-2021,7,0,0,0,0
8587984,Md Ni,181404,AFG:Right-hand bat:Right-arm offbreak:,0,0,1,17,0,12,8.5,0,1,0,1,0,0,03-01-2021,10,0,0,0,0
8587984,Nr Ad,8277716,AFG:Right-hand bat:Left-arm wrist-spin:,0,0,1,36,1,18,12,0,4,3,2,0,2,03-01-2021,0,0,0,0,0
8587984,P Hu,8339701,AUS:Right-hand bat:Legbreak googly:,0,0,1,33,0,24,8.25,0,8,1,2,0,0,03-01-2021,6.666666666666667,0,0,0.055555556,0
8587984,AJ Te,3216569,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,5,1,6,5,0,2,0,0,0,0,03-01-2021,0,0,0,0,0
8587984,AM He,7869994,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,10,2,12,5,0,6,1,0,0,0,03-01-2021,0,0,0,0,0
8587984,Fd Ad,1684276,AUS:Right-hand bat:Legbreak googly:,0,0,2,5,2,17,1.76,2,15,1,0,0,0,03-01-2021,0,0,0,0,0
8587984,JA Rn,5419574,AUS:Right-hand bat:Right-arm fast:,0,0,2,39,1,24,9.75,0,9,3,2,2,0,03-01-2021,0,0,0,0,0
8587984,JP Bf,1907352,AUS:Right-hand bat:Left-arm fast-medium:,0,0,2,13,1,12,6.5,0,6,2,0,1,0,03-01-2021,0,0,0,0,0
8587984,LS Le,2827327,ENG:Right-hand bat:Right-arm offbreak:,0,0,2,13,1,6,13,0,3,0,2,0,0,03-01-2021,0,0,0,0,0
8638055,BR Hn,3834305,NZ:Right-hand bat:Right-arm medium-fast:,0,0,1,21,3,24,5.25,0,10,1,0,1,0,04-01-2021,6.272727272727273,0,0,0.045454545454545456,0
8638055,FL Wr,7543647,NZ:Left-hand bat:Slow left-arm orthodox:,0,0,1,20,2,24,5,0,14,3,0,1,0,04-01-2021,7.333333333333333,0,0,0,0
8638055,HR Cr,4949790,NZ:Right-hand bat:Right-arm offbreak:,0,0,1,14,2,12,7,0,5,2,0,0,0,04-01-2021,0,0,0,0,0
8638055,JG Wr,3566240,NZ:Right-hand bat:Right-arm offbreak:,0,0,1,14,1,24,3.5,0,14,1,0,0,0,04-01-2021,8.5,0,0,0,0
8638055,MJ Fr,7907458,NZ:Right-hand bat:Right-arm medium-fast:,0,0,1,14,0,12,7,0,5,2,0,1,0,04-01-2021,8.75,35,24,0.16666666666666666,0.041666666666666664
8638055,SC Kn,3776849,NZ:Right-hand bat:Right-arm fast-medium:,0,0,1,16,0,12,8,0,4,2,0,1,0,04-01-2021,8.25,22,16,0.041666666666666664,0
8638055,ZN Gn,6718340,NZ:Right-hand bat:Right-arm medium:,0,0,1,10,1,12,5,0,5,1,0,0,0,04-01-2021,7.833333333333333,15.666666666666666,12,0.027777777777777776,0
8638055,AY Pl,4170494,NZ:Left-hand bat:Slow left-arm orthodox:,0,0,2,19,0,24,4.75,0,15,3,0,0,0,04-01-2021,0,0,0,0,0
8638055,BM Tr,5984376,NZ:Right-hand bat:Right-arm medium-fast:,0,0,2,35,2,24,8.75,0,11,5,1,0,1,04-01-2021,0,0,0,0,0
8638055,DJ Bl,2537800,NZ:Right-hand bat:Right-arm fast-medium:,0,0,2,12,0,6,12,0,2,2,0,0,0,04-01-2021,0,0,0,0,0
8638055,GH Wr,1945390,NZ:Left-hand bat:Slow left-arm orthodox:,1,0,2,18,0,10,10.8,0,1,1,1,0,0,04-01-2021,0,0,0,0,0
8638055,JA Fd,8354821,NZ:Right-hand bat:Right-arm medium-fast:,0,0,2,10,0,12,5,0,4,0,0,0,0,04-01-2021,0,0,0,0,0
8638055,JR Lx,8447396,NZ:Left-hand bat:Slow left-arm orthodox:,0,0,2,17,2,24,4.25,0,16,2,0,0,0,04-01-2021,0,0,0,0,0
8638055,K Nt,1626540,NZ:Left-hand bat:Right-arm medium:,0,0,2,9,0,6,9,0,2,0,1,0,0,04-01-2021,0,0,0,0,0
8588166,DM St,2161599,AUS:Left-hand bat:Left-arm wrist-spin:,0,0,1,24,0,12,12,0,1,1,2,0,0,04-01-2021,15,0,0,0,0
8588166,J Ba,309056,SA:Right-hand bat:Right-arm offbreak:,0,0,1,20,0,12,10,0,5,1,2,0,0,04-01-2021,6,18,18,0,0
8588166,NT Es,5788418,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,31,3,24,7.75,0,12,2,2,0,1,04-01-2021,2.75,5.5,12,0.041666666666666664,0
8588166,RP Mh,6732004,AUS:Right-hand bat:Right-arm fast:,0,0,1,25,2,24,6.25,0,11,2,0,1,0,04-01-2021,9,0,0,0,0
8588166,S Le,6722540,NEP:Right-hand bat:Legbreak googly:,0,0,1,36,1,24,9,0,7,1,3,0,0,04-01-2021,9.5,19,12,0.083333333,0
8588166,SM Bd,3125849,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,45,0,24,11.25,0,11,7,2,0,0,04-01-2021,5.5,7.333333333333333,8,0,0
8588166,A Za,2656541,AUS:Right-hand bat:Legbreak googly:,0,0,2,28,1,24,7,0,9,1,2,0,0,04-01-2021,0,0,0,0,0
8588166,B Se,3731307,AUS:Left-hand bat:Right-arm fast:,0,0,2,41,1,24,10.25,0,7,4,2,2,0,04-01-2021,6.25,8.333333333333334,8,0.041666666666666664,0
8588166,GJ Ml,2275195,AUS:Right-hand bat:Right-arm offbreak:,1,0,2,19,0,18,6.33,0,7,1,1,0,0,04-01-2021,6.5,13,12,0,0
8588166,HR Ct,3901078,AUS:Right-hand bat:Right-arm medium:,0,0,2,17,0,6,17,0,0,2,1,0,0,04-01-2021,0,0,0,0,0
8588166,LC Hr,6308098,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,45,1,24,11.25,0,7,3,3,0,1,04-01-2021,6.75,0,0,0,0
8588166,SL Rd,2337117,AUS:Right-hand bat:Left-arm medium-fast:,0,0,2,22,2,24,5.5,0,12,2,0,1,0,04-01-2021,10,40,24,0.16666666666666666,0
8587970,JD Wh,3995991,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,28,1,24,7,0,9,2,1,0,0,04-01-2021,3.3333333333333335,0,0,0,0
8587970,JJ By,4967738,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,12,0,6,12,0,0,0,1,0,0,04-01-2021,9,0,0,0.16666666666666666,0
8587970,L Gy,2535420,ENG:Right-hand bat:Right-arm medium-fast:,0,0,1,34,1,18,11.33,0,7,4,2,0,0,04-01-2021,9.75,39,24,0.083333333,0
8587970,MP Kn,5419546,AUS:Left-hand bat:Slow left-arm orthodox:,0,0,1,11,0,6,11,0,0,0,1,0,0,04-01-2021,16,0,0,0.16666666666666666,0
8587970,MT Se,3890984,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,34,2,24,8.5,0,7,2,1,1,0,04-01-2021,8.25,8.25,6,0,0
8587970,Mb Ur Rn,6818776,AFG:Right-hand bat:Right-arm offbreak:,0,0,1,26,2,24,6.5,0,13,0,2,1,0,04-01-2021,7,14,12,0.041666666666666664,0
8587970,XC Bt,7353828,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,29,1,18,9.67,0,7,3,1,1,0,04-01-2021,10,30,18,0,0.055555556
8587970,AF Me,3156033,NZ:Right-hand bat:Right-arm fast:,0,0,2,38,0,24,9.5,0,9,3,2,3,0,04-01-2021,0,0,0,0,0
8587970,BJ Cg,1612610,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,16,0,12,8,0,4,0,1,0,1,04-01-2021,8,0,0,0,0
8587970,CJ Gn,5509524,AUS:Right-hand bat:Right-arm offbreak:,0,0,2,20,1,24,5,0,11,2,0,0,0,04-01-2021,12,0,0,0,0
8587970,CP Tn,3876613,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,24,0,12,12,0,4,3,1,2,0,04-01-2021,10,30,18,0.055555556,0
8587970,N Mw,5497274,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,37,1,24,9.25,0,10,4,1,2,0,04-01-2021,10.25,13.666666666666666,8,0.041666666666666664,0.041666666666666664
8587970,T Sa,8193310,AUS:Right-hand bat:Legbreak:,0,0,2,40,3,19,12.63,0,3,4,2,1,0,04-01-2021,8.5,17,12,0,0
8587844,Id Wm,1594319,PAK:Left-hand bat:Slow left-arm orthodox:,0,0,1,13,2,18,4.33,0,8,1,0,0,0,05-01-2021,11.333333333333334,34,18,0.055555556,0
8587844,JA Pe,6842170,AUS:Right-hand bat:Right-arm medium-fast:,0,0,1,12,0,12,6,0,3,0,0,1,0,05-01-2021,8,16,12,0.041666666666666664,0.041666666666666664
8587844,JK Lr,1906708,AUS:Right-hand bat:Left-arm fast-medium:,0,0,1,51,0,24,12.75,0,4,6,2,1,1,05-01-2021,11,0,0,0,0
8587844,KW Rn,1905847,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,38,2,24,9.5,0,10,5,1,1,0,05-01-2021,7.5,0,0,0,0
8587844,Md Ni,181404,AFG:Right-hand bat:Right-arm offbreak:,0,0,1,32,1,24,8,0,10,1,3,0,0,05-01-2021,9,0,0,0,0
8587844,Nr Ad,8277716,AFG:Right-hand bat:Left-arm wrist-spin:,0,0,1,23,0,18,7.67,0,5,0,1,1,1,05-01-2021,12,36,18,0,0.1111111111111111
8587844,DR Bs,2170762,ENG:Right-hand bat:Slow left-arm orthodox:,0,0,2,17,2,24,4.25,0,11,1,0,0,0,05-01-2021,9.5,0,0,0,0
8587844,HA Cy,3890998,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,19,1,18,6.33,0,10,2,1,0,0,05-01-2021,0,0,0,0,0
8587844,MT Rw,5056134,AUS:Left-hand bat:Right-arm offbreak:,0,0,2,9,0,6,9,0,1,1,0,0,0,05-01-2021,0,0,0,0,0
8587844,PM Se,55299,AUS:Right-hand bat:Right-arm fast-medium:,0,0,2,16,3,19,5.05,1,9,2,0,0,0,05-01-2021,11.333333333333334,0,0,0,0
8587844,Rd Kn,5554254,AFG:Right-hand bat:Legbreak googly:,0,0,2,21,1,24,5.25,0,10,0,1,0,0,05-01-2021,4.5,6,8,0,0
8587844,WA Ar,6718844,AUS:Right-hand bat:Right-arm fast:,0,0,2,23,3,24,5.75,0,12,0,2,1,0,05-01-2021,8.333333333333334,0,0,0,0
8587816,BJ Ds,4756982,AUS:Left-hand bat:Left-arm fast-medium:,0,0,1,12,0,6,12,0,0,2,0,0,0,06-01-2021,9.365853658536587,21.333333333333332,13.666666666666666,0.048780488,0
8587816,CR Be,3200756,WI:Right-hand bat:Right-arm fast-medium:,0,0,1,9,0,6,9,0,1,1,0,0,0,06-01-2021,8.75,35,24,0.20833333333333334,0
8587816,DT Cn,34061,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,34,0,25,8.16,0,7,4,0,1,0,06-01-2021,8.142857142857142,19,14,0.071428571,0
8587816,JM Bd,1506077,AUS:Right-hand bat:Right-arm fast-medium:,0,0,1,35,0,24,8.75,0,9,4,1,1,0,06-01-2021,6.5,26,24,0,0
8587816,JT Bl,2904943,ENG:Right-hand bat:Right-arm fast-medium:,0,0,1,43,0,24,10.75,0,6,6,1,0,0,06-01-2021,10.5,42,24,0.041666666666666664,0
8587816,L Pe,7537060,AUS:Right-hand bat:Legbreak googly:,0,0,1,13,2,12,6.5,0,5,0,1,0,0,06-01-2021,5,0,0,0,0
8587816,SJ Oe,49496,AUS:Right-hand bat:Slow left-arm orthodox:,0,0,1,33,2,24,8.25,0,10,1,3,0,0,06-01-2021,4.666666666666667,0,0,0,0
8587816,AJ Te,3216569,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,20,4,22,5.45,0,12,3,0,0,0,06-01-2021,5,5,6,0,0
8587816,AM He,7869994,AUS:Right-hand bat:Right-arm medium-fast:,0,0,2,17,0,12,8.5,0,1,1,0,0,0,06-01-2021,5,5,6,0,0
8587816,Fd Ad,1684276,AUS:Right-hand bat:Legbreak googly:,0,0,2,17,1,18,5.67,0,6,1,0,0,0,06-01-2021,1.7647058823529411,2.5,8.5,0,0
8587816,JA Rn,5419574,AUS:Right-hand bat:Right-arm fast:,0,0,2,15,3,24,3.75,0,13,1,0,0,0,06-01-2021,9.75,39,24,0.083333333,0
8587816,JP Bf,1907352,AUS:Right-hand bat:Left-arm fast-medium:,0,0,2,16,1,12,8,0,5,3,0,0,0,06-01-2021,6.5,13,12,0.083333333,0
8587816,MR Mh,1907163,AUS:Right-hand bat:Right-arm medium:,0,0,2,12,1,12,6,0,7,2,0,0,0,06-01-2021,0,0,0,0,0
8587858,A Za,2656541,AUS:Right-hand bat:Legbreak googly:,0,0,1,7,2,12,3.5,0,5,0,0,0,0,07-01-2021,7,28,24,0,0
8587858,B Se,3731307,AUS:Left-hand bat:Right-arm fast:,0,0,1,24,0,12,12,0,3,3,1,1,0,07-01-2021,8.25,16.5,12,0.0625,0
8587858,GJ Ml,2275195,AUS:Right-hand bat:Right-arm offbreak:,1,0,1,20,1,6,20,0,1,0,3,0,0,07-01-2021,6.4,32,30,0,0
8587858,HR Ct,3901078,AUS:Right-hand bat:Right-arm medium:,0,0,1,22,0,6,22,0,1,3,1,0,1,07-01-2021,17,0,0,0,0
8587858,Hs Rf,8131255,PAK:Right-hand bat:Right-arm fast:,0,0,1,25,0,12,12.5,0,1,3,1,0,0,07-01-2021,0,0,0,0,0
8587858,SL Rd,2337117,AUS:Right-hand bat:Left-arm medium-fast:,0,0,1,15,0,12,7.5,0,6,1,1,1,0,07-01-2021,7.75,20.666666666666668,16,0.10416666666666667,0
