match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id11,indep_feat_id12,indep_feat_id13,indep_feat_id14,indep_feat_id15
9262133,r1,38814,0.7313653230667114,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9782086,r1,202,0.9123279601335526,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9271807,r1,47501,0.5484820008277893,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9644102,r1,202,0.9210467338562012,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9256386,r1,62,0.8576046824455261,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9272773,r1,33963,0.6833373308181763,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9433850,r1,10576,0.6563948094844818,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9615073,r1,20,0.9534644484519958,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9262035,r1,36070,0.9036606550216675,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9262252,r1,36070,0.6495535671710968,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9128363,r1,48341,0.7674264907836914,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085292,r1,10366,0.9387040622532368,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9272444,r1,33921,0.5687156617641449,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9457538,r1,42573,0.6910548210144043,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9433108,r1,9701,0.8093894124031067,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9516674,r1,30435,0.6541962027549744,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9684506,r1,12389,0.9704602360725403,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9167927,r1,209,0.5762106776237488,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9433885,r1,8987,0.7920178323984146,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9433899,r1,7258,0.5444096922874451,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9087147,r1,76,0.708010196685791,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9457664,r1,47529,0.9321533069014549,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9097395,r1,23750,0.7647079974412918,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9271800,r1,47480,0.5761531889438629,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9087042,r1,27,0.91002357006073,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9457510,r1,40452,0.9168362617492676,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085040,r1,7608,0.6036117970943451,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085418,r1,10576,0.7812266200780869,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9331398,r1,12634,0.689767599105835,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9272507,r1,33921,0.7549078464508057,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9225376,r1,48,0.8918368220329285,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9516338,r1,48341,0.6865352392196655,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9440493,r1,55,0.8682248145341873,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9457447,r1,40298,0.850804328918457,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9077011,r1,42573,0.6446537375450134,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085355,r1,9701,0.7934355735778809,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9076997,r1,47529,0.8479613661766052,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9587136,r1,36084,0.9938946184702218,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
8887801,r1,33928,0.5970659554004669,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9684667,r1,12046,0.7651962339878082,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9330789,r1,12473,0.5271125435829163,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9098844,r1,188,0.8124019056558609,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9331335,r1,14454,0.947274275124073,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085187,r1,7258,0.88480394333601,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9051104,r1,40578,0.9568499885499477,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9271730,r1,47480,0.718043178319931,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9051048,r1,40606,0.9615212082862854,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9407782,r1,48922,0.807305097579956,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9272542,r1,33942,0.84223772585392,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9377339,r1,62,0.8986237645149231,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
8950780,r1,55,0.6217867434024811,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9290917,r1,55,0.968680277466774,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9084655,r1,10366,0.8405278921127319,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9516569,r1,30421,0.6836816370487213,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085215,r1,6698,0.7885404229164124,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9292569,r1,55,0.8822552561759949,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9272738,r1,33942,0.9483916759490967,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9331216,r1,15497,0.6497227251529694,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9128356,r1,30407,0.5726369619369507,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9516807,r1,30400,0.6416131258010864,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9377318,r1,62,0.7828887104988098,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9084613,r1,8700,0.9113380312919617,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9330705,r1,12718,0.8689040541648865,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9717518,r1,48,0.642827570438385,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9433535,r1,8056,0.9682744741439819,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9692451,r1,55,0.5269942879676819,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9489451,r1,46731,0.9613694623112679,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9272549,r1,33921,0.6287940740585327,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9539718,r1,293,0.6083734035491943,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9516779,r1,30421,0.6490091383457184,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
8887780,r1,33928,0.643474668264389,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9220070,r1,41,0.9038126468658447,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9407733,r1,48929,0.7121944725513458,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9076822,r1,40298,0.7069017291069031,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9051097,r1,44904,0.9983983930433169,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9484593,r1,40564,0.5638720393180847,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9128426,r1,30393,0.855019748210907,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085278,r1,7727,0.8187035024166107,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9271695,r1,47501,0.6070684790611267,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9684051,r1,11591,0.9902527332305908,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9516443,r1,30435,0.6816660761833191,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
9085327,r1,6698,0.9301479011774063,team1_id,team2_id,toss winner,toss decision,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,XGBoost,no,250,5,0.135,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate
