match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,ratio_batting_average,ratio_average_strike_rate,ratio_average_fours_per_ball,ratio_average_sixes_per_ball,ratio_average_economy,ratio_bowling_average,ratio_bowling_strike_rate,ratio_average_wides_per_ball,ratio_average_noballs_per_ball,ratio_team_strike_rate,ratio_team_wicket_rate
9262133,Ja Ts,36098,4690258.0:3761246.0:5744780.0:5742470.0:3150720.0:4690104.0:1594319.0:5509524.0:4239794.0:2036649.0:3023383.0,St Ks ad Ns Ps,38814,363047.0:3023320.0:1942317.0:6401800.0:7494668.0:2294823.0:360086.0:5554254.0:4171691.0:4019259.0:9061135.0,38814,St Ks ad Ns Ps,field,Qs Pk Ol Pt of Sn Td,Port of Spain,14-09-2022,day match,Cn Pr Le,2022,1469,1.714285714,1.487804878,168.8,66.67,134,1.013562452,1.045623834,1.010097143,1.288037838,1.06645116,0.87224362,0.819825066,1.930477628,1.817496648,1.013313531,1.238159371
9782086,Ud Ab Es,202,9059000.0:8688952.0:8250115.0:2206637.0:7412943.0:8463783.0:8489816.0:8688868.0:8426291.0:2691688.0:9471244.0,On,272,8937046.0:7541183.0:6584164.0:8936913.0:6694246.0:293901.0:6219968.0:8219014.0:4772620.0:3057256.0:6565684.0,272,Ud Ab Es,bat,Wt Ed Pk Il Ct Sm Da,Doha,23-09-2023,night match,Ud Ab Es tr of Qr,2023,20502,1.5,1.952380952,157.3333333,0,140.5,2.583145058,1.858796852,1.433750609,2.365501159,1.798214529,3.868224902,3.930890598,3.574589258,7.412984186,1.258578003,0.720261438
9271807,Co Ss,47487,7882328.0:2104409.0:5490582.0:74087.0:348361.0:181404.0:1482249.0:1881193.0:6347256.0:347346.0:3497171.0,Ja Ks,47501,6818622.0:5490596.0:6551978.0:4403545.0:298612.0:8067002.0:1634611.0:7968225.0:4403573.0:8072056.0:8907338.0,47501,Ja Ks,field,R Pa Sm Co,Colombo,23-12-2022,night match,La Pr Le,2022/23,7041,0.6,0.50617284,158.2,0,132,0.925516684,0.913671433,0.989390574,1.020521031,1.184260428,1.09320688,1.010630612,1.434795429,0.699640025,0.867620081,1.203388404
9644102,Nw Zd,48,2659243.0:4381761.0:3083632.0:3069954.0:3519011.0:2486896.0:3682160.0:6718382.0:4381733.0:1626561.0:7878765.0,Ud Ab Es,202,8688952.0:9059000.0:8250115.0:2206637.0:7412943.0:8463783.0:8489816.0:8688868.0:8127314.0:8426291.0:2691688.0,48,Ud Ab Es,field,Di Il Ct Sm,Dubai,17-08-2023,night match,Nw Zd tr of Ud Ab Es,2023,17086,3.4,1.487804878,176.0666667,0,144.9333333,1.180230694,0.903143597,1.112940524,0.599792169,1.206310446,1.619062688,1.262193199,1.70654786,1.128673323,1.023658052,1.106152567
9256386,Bh,188,4403419.0:3056752.0:3758565.0:393014.0:6551978.0:4403426.0:2875368.0:4403503.0:6930286.0:3769555.0:6486416.0,Pn,62,2263736.0:2437021.0:8180570.0:2437049.0:3459623.0:1637320.0:6460614.0:3364234.0:8298779.0:8106629.0:8106713.0,62,Bh,bat,Hy Ol Ch,Christchurch,13-10-2022,day match,Pn tr of Nw Zd,2022/23,664,0.444444444,0.024390244,140.5333333,0,156.6333333,0.568187072,0.912702734,0.837437741,0.775441953,0.9889395,0.668802564,0.674410812,0.685438396,0.10007144,0.830434338,1.283399169
9272773,Be Ht,33921,8561342.0:1506098.0:5515922.0:5056134.0:3890963.0:3114803.0:4967738.0:2633196.0:7866039.0:4132295.0:5419546.0,Sy Tr,33963,1539236.0:7572123.0:6718802.0:7534652.0:2335381.0:5788320.0:1612610.0:5497274.0:5509524.0:8510949.0:2437077.0,33921,Sy Tr,field,Sy Sd Sm,Sydney,27-01-2023,night match,Bg Bh Le,2022/23,20782,0.909090909,2.904761905,155.1333333,50,133.4166667,0.887227746,0.858208412,0.924310779,0.636975772,0.874798534,0.826111674,0.962855035,1.335115819,0.342614841,0.956527164,1.038762329
9433850,We,10576,3298427.0:7773338.0:3519011.0:3681957.0:7671313.0:2922611.0:5320118.0:4533682.0:7184232.0:7661996.0:6240632.0,De,6698,7295028.0:3967648.0:8180570.0:325814.0:4170186.0:6718788.0:3991700.0:4517246.0:6060844.0:6005866.0:8907338.0,10576,We,bat,Cy Gd Dy,Derby,02-07-2023,day match,Vy Bt,2023,769,0.666666667,1,178.4666667,50,167.65,0.917915363,0.991411266,0.938894899,0.944948046,0.942126922,0.900084212,0.930309389,0.89432992,0.281995638,0.919548091,1.091740468
9615073,Wt Is,41,4690258.0:2436405.0:4230127.0:4069666.0:4690188.0:5742470.0:1934099.0:2740408.0:4690328.0:3715697.0:4690230.0,Ed,20,4685568.0:2162782.0:6282856.0:4640824.0:2827327.0:6381962.0:62432.0:1730658.0:8845850.0:1711492.0:3214812.0,41,Ed,field,Nl Ct Sm St Gs Ga,St George's,14-12-2023,day match,Ed tr of Wt Is,2023/24,7930,0.923076923,2.904761905,169.6,60,159.4,1.060522237,1.012971118,0.863732136,1.386046774,1.056305885,1.09396633,1.056714604,2.225402787,1.463844725,0.955711286,1.051135437
9262035,St Ks ad Ns Ps,38814,363047.0:8180682.0:1942317.0:6401800.0:7494668.0:2294823.0:360086.0:4171691.0:3468870.0:9061135.0:4019259.0,Bs Rs,36070,3462080.0:2436405.0:4160267.0:7960847.0:2252452.0:6729862.0:2740408.0:1742453.0:6347494.0:7550864.0:8464392.0,36070,Bs Rs,field,Wr Pk Be St Ks,Basseterre,01-09-2022,night match,Cn Pr Le,2022,4045,0.4,1.487804878,165.3846154,100,157.5666667,1.298508734,1.006231357,0.65215268,1.253173433,1.165931512,1.767585021,1.695014282,1.535497944,0.721251231,1.004346743,0.875641568
9262252,Bs Rs,36070,3462080.0:2436405.0:7960847.0:2740408.0:3668356.0:4160267.0:1742453.0:6818776.0:6347494.0:7550864.0:8464392.0,Ja Ts,36098,4690258.0:3761246.0:1613898.0:5742470.0:3150720.0:4690104.0:181404.0:1594319.0:5509524.0:3023383.0:4239794.0,36098,Bs Rs,bat,Pe Sm Ga,Providence,30-09-2022,night match,Cn Pr Le,2022,13915,0.833333333,1.327868852,152.3333333,66.67,152.8571429,1.2145921,0.947801191,1.126005417,0.91732447,0.783152214,0.690305357,0.751836512,0.841481173,4.380208855,0.95004802,0.919317629
9128363,Lw Sr Gs,48334,2954769.0:2654014.0:3023320.0:2034423.0:3479860.0:8058903.0:3299407.0:3865077.0:7924048.0:8228100.0:4859490.0,Gt Ts,48341,7491224.0:1611364.0:3339160.0:4377610.0:2252452.0:2966879.0:5452754.0:5554254.0:3456424.0:3373285.0:2526390.0,48341,Gt Ts,field,We Sm Mi,Mumbai,28-03-2022,night match,In Pr Le,2022,5004,2.75,1,,0,164.3333333,0.735916609,0.758257478,0.969125392,0.655585518,1.069543181,1.260014407,1.351684352,1.088664073,1.995888318,1.071238703,0.46969697
9085292,Bm Bs,10366,7681869.0:3612286.0:3890963.0:3681957.0:8210789.0:8044112.0:3200756.0:3245689.0:3200966.0:2855138.0:2170762.0,We,10576,5320118.0:3298427.0:1626526.0:62432.0:7671313.0:360086.0:3056815.0:4051396.0:7184232.0:6240632.0:8018751.0,10366,We,field,En Bm,Birmingham,24-06-2022,day/night match,Vy Bt,2022,1161,0.75,2.904761905,160.6666667,33.33,146.2333333,1.096629503,1.147025262,1.45999461,0.954016909,0.926286111,0.880111247,0.963765849,1.388252184,3.422440668,1.128118071,1.079379518
9272444,Be Ht,33921,7620269.0:1626526.0:5056134.0:2083409.0:3114803.0:2020332.0:2633196.0:4967738.0:3890984.0:4132295.0:5419546.0,Me Rs,33942,5406540.0:2336473.0:8176356.0:37351.0:1635773.0:1934099.0:3715697.0:7537067.0:4393402.0:1905847.0:6818776.0,33942,Be Ht,bat,GA Sm Sh Gg Va,Geelong,21-12-2022,night match,Bg Bh Le,2022/23,3961,0.636363636,0.024390244,160.8,60,137.1428571,0.864546963,0.909243519,1.033673135,0.491845739,1.025883994,1.015876792,0.974661906,0.940722028,0.445044723,1.018071286,0.964821095
9457538,Da Ds,40452,3056752.0:2308928.0:4980926.0:1884672.0:1707621.0:2104339.0:1890958.0:3769555.0:2815728.0:3580737.0:5471948.0,Ka Ts,42573,393371.0:4069666.0:8129680.0:7960847.0:4403426.0:4403503.0:5021624.0:4731628.0:2436356.0:305143.0:8473590.0,40452,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,24-01-2023,night match,Bh Pr Le,2022/23,14188,0.714285714,1,153.8888889,50,149.5,0.698328917,0.640079677,0.607195193,0.508754377,0.874722541,0.605771581,0.700141453,0.821042374,0.209337485,0.94090925,1.169862894
9433108,Gn,7573,4174610.0:1722048.0:5164844.0:319948.0:2707431.0:8400895.0:2979857.0:6196280.0:3212292.0:8339701.0:5192830.0,St,9701,6139370.0:7694581.0:3294444.0:3239102.0:6320362.0:2535420.0:5288226.0:3252395.0:334963.0:3546297.0:55299.0,9701,St,field,Te Cr As Cy Gd Tn,Taunton,28-05-2023,day/night match,Vy Bt,2023,1042,0.714285714,0.50617284,159.4,0,170.4666667,0.749977796,0.697108846,0.646083033,0.650206488,0.708805652,0.59464764,0.613218819,1.210568615,0.566717194,0.935574639,1.09266027
9516674,Mi Is,30435,7537004.0:5043310.0:238727.0:8058924.0:3125562.0:4171859.0:6249256.0:8713270.0:4688998.0:230775.0:8442286.0:9455403.0,Ci Sr Ks,30414,7422673.0:2653993.0:1945425.0:232000.0:5001170.0:196580.0:62432.0:1642738.0:3130840.0:8363578.0:5757884.0:7968225.0,30414,Ci Sr Ks,field,MA Cm Sm Ck Ci,Chennai,06-05-2023,day/night match,In Pr Le,2023,2050,0.7,1,167,25,160.3636364,1.024313196,1.21154399,1.295408694,1.546983041,1.127391654,1.024043917,0.921995626,1.291599823,0.837610454,0.936596096,1.209529025
9684506,Al Ph,45926,9822259.0:8725366.0:9822280.0:8145640.0:9822294.0:8118326.0:9822273.0:9822266.0:8421818.0:9822245.0:9822231.0,Ga,12389,8725282.0:3127354.0:8422987.0:7586970.0:9113250.0:4017236.0:5699700.0:9009524.0:9822196.0:8041445.0:6685734.0:6685720.0,12389,Al Ph,bat,JA Il Sm Cx Ri,Ranchi,21-10-2023,day/night match,Sd Mq Ai Ty,2023/24,18038,0,0.047619048,143.75,0,167.5714286,0.705509434,0.337986651,0.977589984,0,2.524520256,2.208955224,3.5,0,,0.714399424,1.302274468
9167927,Na,209,3065502.0:3793950.0:2212727.0:3633503.0:3876760.0:7500324.0:4888232.0:3377359.0:8798544.0:2311574.0:3668538.0,Ua,251,3313764.0:3719197.0:6496776.0:7906968.0:5120674.0:6496846.0:2943443.0:2943457.0:7753577.0:182986.0:7753570.0,251,Ua,field,Ud Ct Cb Gd Wk,Windhoek,09-04-2022,day match,Ua tr of Na,2022,11885,2,21,141.8888889,100,127.5,2.786026936,1.744266896,0,0.775425543,5.195031674,0,0,0,0,0,0
9433885,Ne,8987,4003390.0:1749075.0:1626526.0:4172447.0:130437.0:5516720.0:125915.0:1594319.0:6019306.0:2083157.0:2904943.0,St,9701,6139370.0:7694581.0:3294444.0:3239102.0:4817000.0:2535420.0:5288226.0:3252395.0:3546297.0:3913475.0:74367.0,9701,Ne,bat,Te Cr As Cy Gd Tn,Taunton,07-07-2023,day/night match,Vy Bt,2023,1042,0.909090909,1,164.1333333,0,167.5,0.895663549,0.967999835,1.221838833,0.855238291,0.847415516,0.808532665,0.844267016,0.805287071,0.620317931,0.99846849,1.110344551
9433899,He,7727,4223883.0:2076192.0:8271913.0:5241564.0:1482998.0:3162487.0:2020332.0:1482249.0:2173688.0:5788418.0:8833075.0,Ex,7258,3200973.0:4489974.0:5406064.0:6364588.0:5436878.0:5788320.0:3030733.0:8044490.0:4873014.0:6258734.0:5404440.0,7258,Ex,field,En Bm,Birmingham,15-07-2023,day match,Vy Bt,2023,1161,1,1.975609756,157.4666667,80,166.2666667,1.026270811,0.934767662,0.914028759,0.855529208,0.858659447,0.878213908,1.017841794,1.501503941,0.818632419,0.952429797,0.82749774
9087147,Bh,188,4403419.0:3056752.0:3758565.0:393014.0:6551978.0:3850944.0:2875368.0:4403426.0:3769555.0:6486416.0:2316327.0,Ze,76,6572726.0:387897.0:6662480.0:391103.0:2097017.0:2056830.0:3471761.0:4872902.0:5643700.0:5789370.0:2979486.0,188,Bh,bat,Be Ct Gd Wa Be,Brisbane,30-10-2022,day match,Ze tr of Aa,2022/23,1476,0.8,0.207920792,146.0666667,50,163.875,0.858491662,0.899224014,0.817992474,1.023922527,1.250159669,1.367849761,1.213414931,0.924766721,0.329390041,0.9381653,1.01891525
9457664,Fe Bl,47529,2662491.0:392188.0:2420788.0:393014.0:2294823.0:6450576.0:5554282.0:4403454.0:3763304.0:6493346.0:6526498.0,Ka Ts,42573,2123974.0:2614779.0:4069666.0:8129680.0:4403426.0:9470873.0:6931140.0:6529354.0:4731628.0:2436356.0:4403503.0,42573,Fe Bl,bat,Se Ba Nl Sm Mr,Dhaka,10-02-2023,night match,Bh Pr Le,2022/23,14188,2,61,167.2666667,100,148.6,1.298415154,1.139439575,0.872019324,2.119187354,1.038047486,0.973412828,0.94719375,1.371412574,1.427029568,0.976955358,1.359643539
9097395,Ts,23750,2654014.0:3406717.0:7494668.0:3057312.0:4159644.0:4888218.0:2259739.0:3818282.0:328607.0:2659222.0:2654028.0,Nh Wt,23316,3851476.0:321698.0:4172524.0:3083891.0:2294823.0:3747764.0:5499724.0:4208063.0:2654686.0:6624568.0:4167869.0,23750,Nh Wt,field,St Gs Pk Pt Eh,Port Elizabeth,22-02-2022,day match,CA T0 Ce,2021/22,1224,3,61,143.125,0,144,1.977978617,1.837886401,1.20699332,5.904906026,1.019741583,2.007010089,1.91958861,1.598036755,0.05187577,1.10192402,0.756986634
9271800,Ky Fs,47480,7200598.0:363047.0:5490624.0:6710850.0:5490666.0:4690104.0:4365878.0:3200756.0:6401982.0:2296195.0:8136659.0,Co Ss,47487,7882328.0:2104409.0:5490582.0:74087.0:6347256.0:348361.0:1881193.0:1482249.0:181404.0:3497171.0:347346.0,47487,Co Ss,field,R Pa Sm Co,Colombo,22-12-2022,night match,La Pr Le,2022/23,7041,1.142857143,1.487804878,148.3333333,50,132,1.171806463,0.920560602,0.897671787,0.976260431,0.897492888,0.866840287,0.845649107,1.222084847,2.501592638,1.052383508,0.717639859
9087042,Nw Zd,48,6718326.0:2653993.0:1945355.0:5764576.0:2486896.0:3069954.0:3519011.0:3913475.0:1626561.0:3456424.0:1945397.0,Aa,27,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3429236.0:2181157.0:2656541.0:2018001.0,48,Aa,field,Sy Ct Gd,Sydney,22-10-2022,night match,Nw Zd tr of Aa,2022/23,937,1.055555556,1.975609756,166.6666667,40,154.7142857,0.937763855,0.946635044,0.811272314,1.060873444,0.95717488,0.939046901,0.976438865,1.081450311,0.710798829,1.012333618,0.878403882
9457510,Fe Bl,47529,5752256.0:2662491.0:4403454.0:2420788.0:393014.0:3364234.0:392188.0:2630081.0:391264.0:5554282.0:8298779.0,Da Ds,40452,4980926.0:3056752.0:1884672.0:6417102.0:2104339.0:1890958.0:4403475.0:393889.0:3769555.0:1885337.0:5471948.0,47529,Da Ds,field,Zr Ad Cy Sm Cm,Chattogram,20-01-2023,night match,Bh Pr Le,2022/23,13530,2.2,3.857142857,164.8333333,0,157.9615385,0.823239819,0.939788649,1.120404378,0.751278912,0.887991211,0.977163876,0.951314418,1.101415918,0.393772855,1.045299258,1.163669383
9085040,Ge,7608,3220566.0:5229230.0:2082499.0:5764576.0:4005406.0:2083227.0:1482249.0:6060844.0:1707628.0:2538983.0:3973528.0,Sx,9967,74087.0:4381761.0:4215098.0:3997727.0:4411231.0:6311612.0:8015734.0:3214812.0:8820517.0:6347494.0:1471994.0,7608,Sx,field,Cy Gd He,Brighton,10-06-2022,night match,Vy Bt,2022,797,0.833333333,0.672131148,164.6,66.67,154.25,1.031578048,0.937990705,0.852112709,0.82716299,0.940827322,0.895179343,0.913649176,0.794975207,0.646509624,1.009016018,1.007121578
9085418,We,10576,3703328.0:3298427.0:1626526.0:62432.0:7671313.0:4051396.0:3056815.0:360086.0:7661996.0:8018751.0:6240632.0,Ne,8987,4003390.0:1749075.0:7215284.0:3651472.0:125915.0:7328110.0:5516720.0:130437.0:7810977.0:2904943.0:6019306.0,8987,Ne,field,Cy Gd Nw Rd Wr,Worcester,03-07-2022,day match,Vy Bt,2022,1525,1.222222222,0.344262295,172.6,0,161.9375,1.388132998,0.989957752,0.739708542,0.999026189,1.017506385,1.104112469,1.081800378,1.218355607,0.91888102,0.86171006,0.842279803
9331398,Hl Ph,12634,3500958.0:4231751.0:2735081.0:3698337.0:8228296.0:2035102.0:5058192.0:6844718.0:6596582.0:8465057.0:7875860.0:4161975.0,Mi,11591,7491189.0:1945425.0:8058959.0:4497646.0:4497688.0:5001170.0:8779896.0:7921262.0:7881733.0:5757884.0:8766365.0,11591,Mi,field,En Gs Ka,Kolkata,05-11-2022,day/night match,Sd Mq Ai Ty,2022/23,2057,0.2,1.327868852,138.0714286,0,165.1,0.926440012,0.757444568,0.723894148,0.438741787,1.245050972,1.359422974,1.603661045,2.915985228,0,1.011947018,0.88724394
9272507,Sy Tr,33963,7572123.0:1749075.0:2231928.0:7534652.0:2335381.0:5788320.0:5497274.0:5509524.0:3497633.0:6521234.0:2437077.0,Be Ht,33921,1626526.0:7620269.0:5056134.0:2083409.0:3114803.0:2020332.0:4967738.0:2633196.0:3890984.0:5419546.0:4132295.0,33963,Be Ht,field,Ca Ol,Carrara,29-12-2022,night match,Bg Bh Le,2022/23,6663,1.333333333,1,166.7333333,50,140.1666667,1.010585155,1.121717826,1.223252574,1.567604897,1.253740239,1.789249105,1.715147067,2.037455095,8.743042339,1.069525982,0.89195472
9225376,Nw Zd,48,1585457.0:2653993.0:1945355.0:5764576.0:2672214.0:2486896.0:2288789.0:3519011.0:3913475.0:1626561.0:1945397.0,Wt Is,41,2436405.0:1613898.0:4230127.0:1742453.0:4690188.0:2740408.0:5742470.0:4739552.0:5744850.0:3102854.0:6347494.0,48,Nw Zd,bat,Sa Pk Kn Ja,Kingston,12-08-2022,day match,Nw Zd tr of Wt Is,2022,1413,1.7,2.463414634,162.7333333,0,,1.27138945,0.982750317,1.100535539,0.653095988,1.059381341,1.153476746,1.262652447,0.63763434,0.599115402,1.026560885,0.908767773
9516338,Ci Sr Ks,30414,2653993.0:7422673.0:62432.0:2178119.0:232000.0:5001170.0:1642738.0:196580.0:3519011.0:3130840.0:8228016.0:5757884.0,Gt Ts,48341,1958683.0:7491224.0:8059029.0:4377610.0:3339160.0:2966879.0:5554254.0:3373285.0:6496482.0:8118053.0:4690230.0:1945355.0,48341,Gt Ts,field,Na Mi Sm Ad,Ahmedabad,31-03-2023,night match,In Pr Le,2023,5893,1.307692308,0.50617284,170.9333333,0,154.7333333,1.031598669,1.086216663,0.935832376,1.479326658,0.976170842,0.8863765,0.926373964,0.915748162,2.521707334,1.069066404,1.126398549
9440493,Ia,55,5043310.0:7491224.0:3125562.0:2981614.0:4377610.0:3479860.0:3882850.0:2733380.0:7558949.0:8725709.0:3011735.0,Si La,69,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:3497171.0:5551062.0,55,Si La,field,We Sm Mi,Mumbai,03-01-2023,night match,Si La tr of Ia,2022/23,5004,1.3125,1,170.7333333,60,164.4666667,1.179176004,1.163082683,1.301148914,1.363777517,1.057069069,0.938402897,0.884133524,0.780630556,0.936939965,1.198281879,0.822365919
9457447,Fe Bl,47529,4403454.0:2662491.0:2420788.0:393014.0:6450576.0:3364234.0:392188.0:5554282.0:2630081.0:6051884.0:2666831.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2209115.0:5017144.0:5771800.0:3850944.0:4769148.0:6528458.0:2316327.0:6528668.0,47529,Ca Vs,field,Zr Ad Cy Sm Cm,Chattogram,14-01-2023,day/night match,Bh Pr Le,2022/23,13530,0.909090909,1.975609756,158.1818182,66.67,157,1.072191737,0.907312439,0.995431427,0.662701982,1.073067481,0.950072067,0.956681164,1.519767498,0.407219732,0.919339464,1.257869818
9077011,Ca Vs,40298,8129680.0:7976590.0:2615885.0:313809.0:62432.0:6965272.0:1613919.0:4731628.0:3850972.0:6528668.0:392888.0,Ka Ts,42573,363047.0:5831622.0:3056752.0:4403426.0:392216.0:5771800.0:1634611.0:391271.0:5554142.0:6493346.0:392419.0,42573,Ca Vs,bat,Se Ba Nl Sm Mr,Dhaka,12-02-2022,night match,Bh Pr Le,2021/22,14188,0.875,1.487804878,167.1666667,100,133.3333333,1.120314485,1.190453465,0.656914968,1.671823016,0.880536248,0.749547309,0.839506766,0.788535046,0.677297777,1.068073392,1.073504274
